"interaction","cell1","cell2","p-value"
"PRSS2_F2RL1","T Cell","T Cell","0"
"TRY10_F2RL1","B Cell","T Cell","0"
"TRY10_F2RL1","Macrophage","T Cell","0"
"TRY10_F2RL1","NK Cell","T Cell","0"
"TRY10_F2RL1","T Cell","T Cell","0"
"TRY5_F2RL2","B Cell","NK Cell","0"
"TRY5_F2RL2","Macrophage","NK Cell","0"
"TRY5_F2RL2","NK Cell","NK Cell","0"
"TRY5_F2RL2","T Cell","NK Cell","0"
"CTSG_F2RL2","B Cell","NK Cell","0"
"CTSG_F2RL2","Macrophage","NK Cell","0"
"CTSG_F2RL2","NK Cell","NK Cell","0"
"CTSG_F2RL2","T Cell","NK Cell","0"
"CTSG_F2RL2","Macrophage","T Cell","0.02"
"F2_F2RL2","B Cell","NK Cell","0"
"F2_F2RL2","Macrophage","NK Cell","0"
"F2_F2RL2","NK Cell","NK Cell","0"
"F2_F2RL2","T Cell","NK Cell","0"
"F2_F2RL2","T Cell","T Cell","0.02"
"GZMA_F2RL2","NK Cell","Macrophage","0"
"GZMA_F2RL2","NK Cell","NK Cell","0"
"GZMA_F2RL2","NK Cell","T Cell","0"
"PRSS2_F2RL2","NK Cell","Macrophage","0"
"PRSS2_F2RL2","Macrophage","NK Cell","0"
"PRSS2_F2RL2","NK Cell","NK Cell","0"
"PRSS2_F2RL2","T Cell","NK Cell","0"
"PRSS2_F2RL2","NK Cell","T Cell","0"
"TRY10_F2RL2","B Cell","NK Cell","0"
"TRY10_F2RL2","Macrophage","NK Cell","0"
"TRY10_F2RL2","NK Cell","NK Cell","0"
"TRY10_F2RL2","T Cell","NK Cell","0"
"TRY5_F2RL3","B Cell","T Cell","0"
"TRY5_F2RL3","Macrophage","T Cell","0"
"TRY5_F2RL3","NK Cell","T Cell","0"
"TRY5_F2RL3","T Cell","T Cell","0"
"CTSG_F2RL3","Macrophage","NK Cell","0"
"CTSG_F2RL3","B Cell","T Cell","0"
"CTSG_F2RL3","Macrophage","T Cell","0"
"CTSG_F2RL3","NK Cell","T Cell","0"
"CTSG_F2RL3","T Cell","T Cell","0"
"F2_F2RL3","T Cell","NK Cell","0.02"
"F2_F2RL3","B Cell","T Cell","0"
"F2_F2RL3","Macrophage","T Cell","0"
"F2_F2RL3","NK Cell","T Cell","0"
"F2_F2RL3","T Cell","T Cell","0"
"GZMA_F2RL3","NK Cell","NK Cell","0"
"GZMA_F2RL3","NK Cell","T Cell","0"
"PRSS2_F2RL3","NK Cell","NK Cell","0"
"PRSS2_F2RL3","NK Cell","T Cell","0"
"PRSS2_F2RL3","T Cell","T Cell","0"
"TRY10_F2RL3","B Cell","T Cell","0"
"TRY10_F2RL3","Macrophage","T Cell","0"
"TRY10_F2RL3","NK Cell","T Cell","0"
"TRY10_F2RL3","T Cell","T Cell","0"
"PROK2_PROKR1","B Cell","Macrophage","0"
"PROK2_PROKR1","Macrophage","Macrophage","0"
"PROK2_PROKR1","NK Cell","Macrophage","0"
"PROK2_PROKR1","T Cell","Macrophage","0"
"PROK2_PROKR1","Macrophage","T Cell","0.01"
"SEMA3A_NRP1_PLXNA1","B Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA1","Macrophage","Macrophage","0"
"SEMA3A_NRP1_PLXNA1","NK Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA1","T Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA2","B Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA2","Macrophage","Macrophage","0"
"SEMA3A_NRP1_PLXNA2","NK Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA2","T Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA3","B Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA3","NK Cell","Macrophage","0.03"
"SEMA3A_NRP1_PLXNA3","T Cell","Macrophage","0.01"
"SEMA3A_NRP1_PLXNA4","B Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA4","Macrophage","Macrophage","0"
"SEMA3A_NRP1_PLXNA4","NK Cell","Macrophage","0"
"SEMA3A_NRP1_PLXNA4","T Cell","Macrophage","0"
"SEMA3F_NRP2_PLXNA1","B Cell","Macrophage","0"
"SEMA3F_NRP2_PLXNA1","Macrophage","Macrophage","0"
"SEMA3F_NRP2_PLXNA1","NK Cell","Macrophage","0.04"
"SEMA3F_NRP2_PLXNA1","T Cell","Macrophage","0"
"SEMA3F_NRP2_PLXNA2","B Cell","Macrophage","0.02"
"SEMA3F_NRP2_PLXNA2","Macrophage","Macrophage","0"
"SEMA3F_NRP2_PLXNA2","T Cell","Macrophage","0.03"
"SEMA3F_NRP2_PLXNA3","Macrophage","B Cell","0.01"
"SEMA3F_NRP2_PLXNA3","Macrophage","NK Cell","0.02"
"SEMA3F_NRP2_PLXNA3","Macrophage","T Cell","0"
"SEMA3F_NRP2_PLXNA4","B Cell","Macrophage","0"
"SEMA3F_NRP2_PLXNA4","Macrophage","Macrophage","0"
"SEMA3F_NRP2_PLXNA4","NK Cell","Macrophage","0.01"
"SEMA3F_NRP2_PLXNA4","T Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA1","B Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA1","Macrophage","Macrophage","0"
"SEMA3G_NRP2_PLXNA1","NK Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA1","T Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA2","B Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA2","Macrophage","Macrophage","0"
"SEMA3G_NRP2_PLXNA2","NK Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA2","T Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA2","B Cell","T Cell","0.03"
"SEMA3G_NRP2_PLXNA3","B Cell","B Cell","0"
"SEMA3G_NRP2_PLXNA3","B Cell","Macrophage","0.04"
"SEMA3G_NRP2_PLXNA3","B Cell","NK Cell","0"
"SEMA3G_NRP2_PLXNA3","B Cell","T Cell","0"
"SEMA3G_NRP2_PLXNA4","B Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA4","Macrophage","Macrophage","0"
"SEMA3G_NRP2_PLXNA4","NK Cell","Macrophage","0"
"SEMA3G_NRP2_PLXNA4","T Cell","Macrophage","0"
"ADM_CALCRL","B Cell","B Cell","0"
"ADM_CALCRL","B Cell","Macrophage","0"
"ADM_CALCRL","Macrophage","Macrophage","0.01"
"ADM_CALCRL","B Cell","NK Cell","0"
"ADM_CALCRL","B Cell","T Cell","0"
"CALCB_CALCRL","B Cell","Macrophage","0"
"CALCB_CALCRL","Macrophage","Macrophage","0"
"CALCB_CALCRL","NK Cell","Macrophage","0"
"CALCB_CALCRL","T Cell","Macrophage","0"
"GAS6_AXL","Macrophage","Macrophage","0"
"GAS6_AXL","Macrophage","T Cell","0.02"
"GAS6_TYRO3","Macrophage","NK Cell","0"
"GAS6_TYRO3","Macrophage","T Cell","0"
"GH_GHR","B Cell","B Cell","0.01"
"GH_GHR","B Cell","Macrophage","0"
"GH_GHR","Macrophage","Macrophage","0"
"GH_GHR","NK Cell","Macrophage","0"
"GH_GHR","T Cell","Macrophage","0"
"GH_GHR","B Cell","T Cell","0"
"GH_PRLR","B Cell","B Cell","0"
"GH_PRLR","Macrophage","B Cell","0.01"
"GH_PRLR","NK Cell","B Cell","0.01"
"GH_PRLR","T Cell","B Cell","0"
"GH_PRLR","B Cell","NK Cell","0"
"GH_PRLR","B Cell","T Cell","0"
"INSL3_RXFP1","NK Cell","B Cell","0.04"
"INSL3_RXFP1","T Cell","B Cell","0"
"INSL3_RXFP1","T Cell","T Cell","0.01"
"INSL3_RXFP4","T Cell","B Cell","0.02"
"INSL3_RXFP4","T Cell","Macrophage","0"
"INSL3_RXFP4","NK Cell","NK Cell","0.01"
"INSL3_RXFP4","T Cell","NK Cell","0"
"INSL3_RXFP4","T Cell","T Cell","0"
"RLN1_RXFP1",NA,NA,NA
"RLN1_RXFP1","RLN1_RXFP1","RLN1_RXFP1","RLN1_RXFP1"
"RLN1_RXFP4","B Cell","NK Cell","0.01"
"RLN1_RXFP4","Macrophage","NK Cell","0"
"RLN1_RXFP4","NK Cell","NK Cell","0"
"RLN1_RXFP4","T Cell","NK Cell","0"
"RLN3_RXFP1","NK Cell","B Cell","0.01"
"RLN3_RXFP1","T Cell","B Cell","0"
"RLN3_RXFP1","NK Cell","T Cell","0.01"
"RLN3_RXFP4","NK Cell","B Cell","0"
"RLN3_RXFP4","NK Cell","Macrophage","0"
"RLN3_RXFP4","B Cell","NK Cell","0.01"
"RLN3_RXFP4","NK Cell","NK Cell","0"
"RLN3_RXFP4","T Cell","NK Cell","0"
"RLN3_RXFP4","NK Cell","T Cell","0"
"COL1A1_ITGA1_ITGB1","T Cell","Macrophage","0"
"COL1A1_ITGA1_ITGB1","B Cell","NK Cell","0.01"
"COL1A1_ITGA1_ITGB1","Macrophage","NK Cell","0"
"COL1A1_ITGA1_ITGB1","NK Cell","NK Cell","0"
"COL1A1_ITGA1_ITGB1","T Cell","NK Cell","0"
"COL4A1_ITGA1_ITGB1","Macrophage","Macrophage","0"
"COL4A1_ITGA1_ITGB1","B Cell","NK Cell","0"
"COL4A1_ITGA1_ITGB1","Macrophage","NK Cell","0"
"COL4A1_ITGA1_ITGB1","NK Cell","NK Cell","0.01"
"COL4A1_ITGA1_ITGB1","T Cell","NK Cell","0"
"COL4A3_ITGA1_ITGB1","Macrophage","Macrophage","0"
"COL4A3_ITGA1_ITGB1","B Cell","NK Cell","0"
"COL4A3_ITGA1_ITGB1","Macrophage","NK Cell","0"
"COL4A3_ITGA1_ITGB1","NK Cell","NK Cell","0.03"
"COL4A3_ITGA1_ITGB1","T Cell","NK Cell","0.01"
"COL4A4_ITGA1_ITGB1","NK Cell","Macrophage","0.01"
"COL4A4_ITGA1_ITGB1","B Cell","NK Cell","0"
"COL4A4_ITGA1_ITGB1","Macrophage","NK Cell","0"
"COL4A4_ITGA1_ITGB1","NK Cell","NK Cell","0"
"COL4A4_ITGA1_ITGB1","T Cell","NK Cell","0"
"COL4A5_ITGA1_ITGB1","Macrophage","Macrophage","0"
"COL4A5_ITGA1_ITGB1","B Cell","NK Cell","0"
"COL4A5_ITGA1_ITGB1","Macrophage","NK Cell","0"
"COL4A5_ITGA1_ITGB1","T Cell","NK Cell","0.03"
"COL9A2_ITGA1_ITGB1","B Cell","Macrophage","0"
"COL9A2_ITGA1_ITGB1","B Cell","NK Cell","0"
"COL9A2_ITGA1_ITGB1","Macrophage","NK Cell","0"
"COL9A2_ITGA1_ITGB1","NK Cell","NK Cell","0"
"COL9A2_ITGA1_ITGB1","T Cell","NK Cell","0"
"COL9A3_ITGA1_ITGB1","NK Cell","Macrophage","0"
"COL9A3_ITGA1_ITGB1","T Cell","Macrophage","0.01"
"COL9A3_ITGA1_ITGB1","B Cell","NK Cell","0"
"COL9A3_ITGA1_ITGB1","NK Cell","NK Cell","0"
"COL9A3_ITGA1_ITGB1","T Cell","NK Cell","0"
"COL1A1_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL1A1_ITGA2_ITGB1","Macrophage","NK Cell","0"
"COL1A1_ITGA2_ITGB1","NK Cell","NK Cell","0"
"COL1A1_ITGA2_ITGB1","T Cell","NK Cell","0"
"COL4A1_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL4A1_ITGA2_ITGB1","Macrophage","NK Cell","0"
"COL4A1_ITGA2_ITGB1","NK Cell","NK Cell","0"
"COL4A1_ITGA2_ITGB1","T Cell","NK Cell","0"
"COL4A3_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL4A3_ITGA2_ITGB1","Macrophage","NK Cell","0"
"COL4A3_ITGA2_ITGB1","NK Cell","NK Cell","0.01"
"COL4A3_ITGA2_ITGB1","T Cell","NK Cell","0"
"COL4A4_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL4A4_ITGA2_ITGB1","Macrophage","NK Cell","0"
"COL4A4_ITGA2_ITGB1","NK Cell","NK Cell","0"
"COL4A4_ITGA2_ITGB1","T Cell","NK Cell","0"
"COL4A5_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL4A5_ITGA2_ITGB1","Macrophage","NK Cell","0"
"COL4A5_ITGA2_ITGB1","NK Cell","NK Cell","0.01"
"COL4A5_ITGA2_ITGB1","T Cell","NK Cell","0"
"COL9A2_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL9A2_ITGA2_ITGB1","Macrophage","NK Cell","0"
"COL9A2_ITGA2_ITGB1","NK Cell","NK Cell","0"
"COL9A2_ITGA2_ITGB1","T Cell","NK Cell","0"
"COL9A3_ITGA2_ITGB1","B Cell","NK Cell","0"
"COL9A3_ITGA2_ITGB1","Macrophage","NK Cell","0.04"
"COL9A3_ITGA2_ITGB1","NK Cell","NK Cell","0"
"COL9A3_ITGA2_ITGB1","T Cell","NK Cell","0"
"LAMA3_ITGA1_ITGB1","Macrophage","Macrophage","0"
"LAMA3_ITGA1_ITGB1","Macrophage","NK Cell","0"
"LAMB1_ITGA1_ITGB1","NK Cell","Macrophage","0"
"LAMB1_ITGA1_ITGB1","B Cell","NK Cell","0"
"LAMB1_ITGA1_ITGB1","Macrophage","NK Cell","0.02"
"LAMB1_ITGA1_ITGB1","NK Cell","NK Cell","0"
"LAMB1_ITGA1_ITGB1","T Cell","NK Cell","0.01"
"LAMB2_ITGA1_ITGB1","Macrophage","Macrophage","0"
"LAMB2_ITGA1_ITGB1","B Cell","NK Cell","0"
"LAMB2_ITGA1_ITGB1","Macrophage","NK Cell","0"
"LAMB2_ITGA1_ITGB1","NK Cell","NK Cell","0.03"
"LAMB3_ITGA1_ITGB1","B Cell","Macrophage","0"
"LAMB3_ITGA1_ITGB1","NK Cell","Macrophage","0.02"
"LAMB3_ITGA1_ITGB1","B Cell","NK Cell","0"
"LAMB3_ITGA1_ITGB1","NK Cell","NK Cell","0"
"LAMB3_ITGA1_ITGB1","T Cell","NK Cell","0.02"
"LAMC1_ITGA1_ITGB1","B Cell","Macrophage","0.02"
"LAMC1_ITGA1_ITGB1","Macrophage","Macrophage","0"
"LAMC1_ITGA1_ITGB1","B Cell","NK Cell","0"
"LAMC1_ITGA1_ITGB1","Macrophage","NK Cell","0"
"LAMC2_ITGA1_ITGB1","B Cell","Macrophage","0.01"
"LAMC2_ITGA1_ITGB1","T Cell","Macrophage","0.02"
"LAMC2_ITGA1_ITGB1","B Cell","NK Cell","0"
"LAMC2_ITGA1_ITGB1","Macrophage","NK Cell","0"
"LAMC2_ITGA1_ITGB1","NK Cell","NK Cell","0"
"LAMC2_ITGA1_ITGB1","T Cell","NK Cell","0"
"LAMC3_ITGA1_ITGB1","T Cell","Macrophage","0"
"LAMC3_ITGA1_ITGB1","B Cell","NK Cell","0"
"LAMC3_ITGA1_ITGB1","Macrophage","NK Cell","0"
"LAMC3_ITGA1_ITGB1","NK Cell","NK Cell","0"
"LAMC3_ITGA1_ITGB1","T Cell","NK Cell","0"
"LAMA3_ITGA2_ITGB1","Macrophage","Macrophage","0.02"
"LAMA3_ITGA2_ITGB1","Macrophage","NK Cell","0"
"LAMB1_ITGA2_ITGB1","B Cell","NK Cell","0"
"LAMB1_ITGA2_ITGB1","Macrophage","NK Cell","0"
"LAMB1_ITGA2_ITGB1","NK Cell","NK Cell","0"
"LAMB1_ITGA2_ITGB1","T Cell","NK Cell","0"
"LAMB2_ITGA2_ITGB1","B Cell","NK Cell","0"
"LAMB2_ITGA2_ITGB1","Macrophage","NK Cell","0"
"LAMB2_ITGA2_ITGB1","NK Cell","NK Cell","0.01"
"LAMB2_ITGA2_ITGB1","T Cell","NK Cell","0.01"
"LAMB3_ITGA2_ITGB1","B Cell","Macrophage","0.03"
"LAMB3_ITGA2_ITGB1","B Cell","NK Cell","0"
"LAMB3_ITGA2_ITGB1","NK Cell","NK Cell","0"
"LAMB3_ITGA2_ITGB1","T Cell","NK Cell","0"
"LAMC1_ITGA2_ITGB1","B Cell","NK Cell","0"
"LAMC1_ITGA2_ITGB1","Macrophage","NK Cell","0"
"LAMC1_ITGA2_ITGB1","NK Cell","NK Cell","0.04"
"LAMC2_ITGA2_ITGB1","B Cell","NK Cell","0"
"LAMC2_ITGA2_ITGB1","Macrophage","NK Cell","0"
"LAMC2_ITGA2_ITGB1","NK Cell","NK Cell","0"
"LAMC2_ITGA2_ITGB1","T Cell","NK Cell","0"
"LAMC3_ITGA2_ITGB1","B Cell","NK Cell","0"
"LAMC3_ITGA2_ITGB1","Macrophage","NK Cell","0"
"LAMC3_ITGA2_ITGB1","NK Cell","NK Cell","0"
"LAMC3_ITGA2_ITGB1","T Cell","NK Cell","0"
"CHAD_ITGA2_ITGB1","B Cell","NK Cell","0"
"CHAD_ITGA2_ITGB1","Macrophage","NK Cell","0"
"CHAD_ITGA2_ITGB1","NK Cell","NK Cell","0"
"CHAD_ITGA2_ITGB1","T Cell","NK Cell","0"
"LAMA3_ITGA3_ITGB1","Macrophage","Macrophage","0"
"LAMA3_ITGA3_ITGB1","Macrophage","NK Cell","0"
"LAMA3_ITGA3_ITGB1","Macrophage","T Cell","0"
"LAMB1_ITGA3_ITGB1","NK Cell","Macrophage","0.01"
"LAMB1_ITGA3_ITGB1","B Cell","NK Cell","0"
"LAMB1_ITGA3_ITGB1","NK Cell","NK Cell","0"
"LAMB2_ITGA3_ITGB1","Macrophage","Macrophage","0.02"
"LAMB2_ITGA3_ITGB1","B Cell","NK Cell","0.02"
"LAMB2_ITGA3_ITGB1","Macrophage","NK Cell","0"
"LAMB3_ITGA3_ITGB1","B Cell","Macrophage","0.01"
"LAMB3_ITGA3_ITGB1","B Cell","NK Cell","0"
"LAMB3_ITGA3_ITGB1","NK Cell","NK Cell","0"
"LAMC1_ITGA3_ITGB1","Macrophage","Macrophage","0.01"
"LAMC1_ITGA3_ITGB1","B Cell","NK Cell","0"
"LAMC1_ITGA3_ITGB1","Macrophage","NK Cell","0"
"LAMC2_ITGA3_ITGB1","B Cell","NK Cell","0"
"LAMC2_ITGA3_ITGB1","Macrophage","NK Cell","0.02"
"LAMC2_ITGA3_ITGB1","NK Cell","NK Cell","0.01"
"LAMC2_ITGA3_ITGB1","T Cell","NK Cell","0"
"LAMC3_ITGA3_ITGB1","B Cell","NK Cell","0"
"LAMC3_ITGA3_ITGB1","Macrophage","NK Cell","0.03"
"LAMC3_ITGA3_ITGB1","NK Cell","NK Cell","0"
"LAMC3_ITGA3_ITGB1","T Cell","NK Cell","0"
"RELN_ITGA3_ITGB1","B Cell","Macrophage","0.02"
"RELN_ITGA3_ITGB1","B Cell","NK Cell","0"
"RELN_ITGA3_ITGB1","Macrophage","NK Cell","0.03"
"RELN_ITGA3_ITGB1","NK Cell","NK Cell","0.03"
"RELN_ITGA3_ITGB1","T Cell","NK Cell","0.02"
"THBS3_ITGA3_ITGB1","Macrophage","Macrophage","0"
"THBS3_ITGA3_ITGB1","Macrophage","NK Cell","0"
"THBS3_ITGA3_ITGB1","Macrophage","T Cell","0.02"
"COMP_ITGA3_ITGB1","B Cell","NK Cell","0.01"
"COMP_ITGA3_ITGB1","Macrophage","NK Cell","0.02"
"COMP_ITGA3_ITGB1","T Cell","NK Cell","0"
"COL1A1_ITGA3_ITGB1","B Cell","NK Cell","0.01"
"COL1A1_ITGA3_ITGB1","Macrophage","NK Cell","0"
"COL1A1_ITGA3_ITGB1","NK Cell","NK Cell","0"
"COL1A1_ITGA3_ITGB1","T Cell","NK Cell","0"
"COL4A1_ITGA3_ITGB1","B Cell","NK Cell","0.02"
"COL4A1_ITGA3_ITGB1","Macrophage","NK Cell","0"
"COL4A1_ITGA3_ITGB1","NK Cell","NK Cell","0"
"COL4A1_ITGA3_ITGB1","T Cell","NK Cell","0.02"
"COL4A3_ITGA3_ITGB1","B Cell","NK Cell","0.01"
"COL4A3_ITGA3_ITGB1","Macrophage","NK Cell","0"
"COL4A3_ITGA3_ITGB1","T Cell","NK Cell","0.03"
"COL4A4_ITGA3_ITGB1","B Cell","NK Cell","0"
"COL4A4_ITGA3_ITGB1","Macrophage","NK Cell","0"
"COL4A4_ITGA3_ITGB1","NK Cell","NK Cell","0"
"COL4A4_ITGA3_ITGB1","T Cell","NK Cell","0.02"
"COL4A5_ITGA3_ITGB1","B Cell","NK Cell","0"
"COL4A5_ITGA3_ITGB1","Macrophage","NK Cell","0"
"COL9A2_ITGA3_ITGB1","B Cell","NK Cell","0"
"COL9A2_ITGA3_ITGB1","Macrophage","NK Cell","0"
"COL9A2_ITGA3_ITGB1","NK Cell","NK Cell","0"
"COL9A2_ITGA3_ITGB1","T Cell","NK Cell","0"
"COL9A3_ITGA3_ITGB1","B Cell","NK Cell","0.01"
"COL9A3_ITGA3_ITGB1","NK Cell","NK Cell","0"
"COL9A3_ITGA3_ITGB1","T Cell","NK Cell","0"
"LAMA3_ITGA7_ITGB1","Macrophage","Macrophage","0"
"LAMA3_ITGA7_ITGB1","Macrophage","NK Cell","0"
"LAMA3_ITGA7_ITGB1","Macrophage","T Cell","0"
"LAMB1_ITGA7_ITGB1","B Cell","Macrophage","0"
"LAMB1_ITGA7_ITGB1","NK Cell","Macrophage","0"
"LAMB1_ITGA7_ITGB1","NK Cell","NK Cell","0.01"
"LAMB2_ITGA7_ITGB1","B Cell","Macrophage","0"
"LAMB2_ITGA7_ITGB1","Macrophage","Macrophage","0"
"LAMB2_ITGA7_ITGB1","NK Cell","Macrophage","0.03"
"LAMB2_ITGA7_ITGB1","Macrophage","NK Cell","0.02"
"LAMB3_ITGA7_ITGB1","B Cell","Macrophage","0"
"LAMB3_ITGA7_ITGB1","NK Cell","Macrophage","0"
"LAMB3_ITGA7_ITGB1","T Cell","Macrophage","0.04"
"LAMB3_ITGA7_ITGB1","B Cell","NK Cell","0.01"
"LAMC1_ITGA7_ITGB1","B Cell","Macrophage","0"
"LAMC1_ITGA7_ITGB1","Macrophage","Macrophage","0"
"LAMC2_ITGA7_ITGB1","B Cell","Macrophage","0"
"LAMC2_ITGA7_ITGB1","Macrophage","Macrophage","0.01"
"LAMC2_ITGA7_ITGB1","NK Cell","Macrophage","0.01"
"LAMC2_ITGA7_ITGB1","T Cell","Macrophage","0"
"LAMC3_ITGA7_ITGB1","B Cell","Macrophage","0"
"LAMC3_ITGA7_ITGB1","Macrophage","Macrophage","0.01"
"LAMC3_ITGA7_ITGB1","NK Cell","Macrophage","0"
"LAMC3_ITGA7_ITGB1","T Cell","Macrophage","0"
"TNR_ITGA9_ITGB1","B Cell","Macrophage","0"
"TNR_ITGA9_ITGB1","Macrophage","Macrophage","0"
"TNR_ITGA9_ITGB1","NK Cell","Macrophage","0"
"TNR_ITGA9_ITGB1","T Cell","Macrophage","0"
"TNN_ITGA9_ITGB1","B Cell","Macrophage","0"
"TNN_ITGA9_ITGB1","Macrophage","Macrophage","0"
"TNN_ITGA9_ITGB1","NK Cell","Macrophage","0"
"TNN_ITGA9_ITGB1","T Cell","Macrophage","0"
"TNXB_ITGA9_ITGB1","B Cell","Macrophage","0"
"TNXB_ITGA9_ITGB1","Macrophage","Macrophage","0"
"TNXB_ITGA9_ITGB1","NK Cell","Macrophage","0"
"TNXB_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL1A1_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL1A1_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL1A1_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL1A1_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL4A1_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL4A1_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL4A1_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL4A1_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL4A3_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL4A3_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL4A3_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL4A3_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL4A4_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL4A4_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL4A4_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL4A4_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL4A5_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL4A5_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL4A5_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL4A5_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL9A2_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL9A2_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL9A2_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL9A2_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL9A3_ITGA9_ITGB1","B Cell","Macrophage","0"
"COL9A3_ITGA9_ITGB1","Macrophage","Macrophage","0"
"COL9A3_ITGA9_ITGB1","NK Cell","Macrophage","0"
"COL9A3_ITGA9_ITGB1","T Cell","Macrophage","0"
"LAMA3_ITGA9_ITGB1","Macrophage","Macrophage","0"
"LAMA3_ITGA9_ITGB1","Macrophage","NK Cell","0.03"
"LAMB1_ITGA9_ITGB1","B Cell","Macrophage","0"
"LAMB1_ITGA9_ITGB1","Macrophage","Macrophage","0"
"LAMB1_ITGA9_ITGB1","NK Cell","Macrophage","0"
"LAMB1_ITGA9_ITGB1","T Cell","Macrophage","0"
"LAMB2_ITGA9_ITGB1","B Cell","Macrophage","0"
"LAMB2_ITGA9_ITGB1","Macrophage","Macrophage","0"
"LAMB2_ITGA9_ITGB1","NK Cell","Macrophage","0"
"LAMB2_ITGA9_ITGB1","T Cell","Macrophage","0"
"LAMB3_ITGA9_ITGB1","B Cell","Macrophage","0"
"LAMB3_ITGA9_ITGB1","NK Cell","Macrophage","0"
"LAMB3_ITGA9_ITGB1","T Cell","Macrophage","0"
"LAMC1_ITGA9_ITGB1","B Cell","Macrophage","0"
"LAMC1_ITGA9_ITGB1","Macrophage","Macrophage","0"
"LAMC2_ITGA9_ITGB1","B Cell","Macrophage","0"
"LAMC2_ITGA9_ITGB1","Macrophage","Macrophage","0"
"LAMC2_ITGA9_ITGB1","NK Cell","Macrophage","0"
"LAMC2_ITGA9_ITGB1","T Cell","Macrophage","0"
"LAMC3_ITGA9_ITGB1","B Cell","Macrophage","0"
"LAMC3_ITGA9_ITGB1","Macrophage","Macrophage","0"
"LAMC3_ITGA9_ITGB1","NK Cell","Macrophage","0"
"LAMC3_ITGA9_ITGB1","T Cell","Macrophage","0"
"COL1A1_ITGA10_ITGB1","T Cell","Macrophage","0"
"COL1A1_ITGA10_ITGB1","T Cell","NK Cell","0"
"COL4A1_ITGA10_ITGB1","Macrophage","Macrophage","0"
"COL4A1_ITGA10_ITGB1","Macrophage","NK Cell","0"
"COL4A3_ITGA10_ITGB1","Macrophage","Macrophage","0"
"COL4A3_ITGA10_ITGB1","Macrophage","NK Cell","0.01"
"COL4A4_ITGA10_ITGB1","NK Cell","Macrophage","0"
"COL4A4_ITGA10_ITGB1","NK Cell","NK Cell","0.02"
"COL4A5_ITGA10_ITGB1","B Cell","Macrophage","0.01"
"COL4A5_ITGA10_ITGB1","Macrophage","Macrophage","0"
"COL4A5_ITGA10_ITGB1","B Cell","NK Cell","0.03"
"COL4A5_ITGA10_ITGB1","Macrophage","NK Cell","0"
"COL9A2_ITGA10_ITGB1","B Cell","Macrophage","0"
"COL9A2_ITGA10_ITGB1","T Cell","Macrophage","0.03"
"COL9A2_ITGA10_ITGB1","B Cell","NK Cell","0.02"
"COL9A3_ITGA10_ITGB1","NK Cell","Macrophage","0"
"COL9A3_ITGA10_ITGB1","T Cell","Macrophage","0"
