"","interaction","cell1","cell2","p-value"
"353","TGFB1_ACVR1_TGFBR1","Microglia","Monocyte","0"
"354","TGFB1_ACVR1_TGFBR1","Monocyte","Monocyte","0"
"355","TGFB1_ACVR1_TGFBR1","Eosinophil","Stem Cells","0"
"356","TGFB1_ACVR1_TGFBR1","B Cell","Stromal Cells","0"
"357","TGFB1_ACVR1_TGFBR1","Dendritic Cell","Stromal Cells","0"
"358","TGFB1_ACVR1_TGFBR1","Eosinophil","Stromal Cells","0"
"359","TGFB1_ACVR1_TGFBR1","Granulocytes","Stromal Cells","0.01"
"360","TGFB1_ACVR1_TGFBR1","Macrophage","Stromal Cells","0.02"
"361","TGFB1_ACVR1_TGFBR1","Microglia","Stromal Cells","0"
"362","TGFB1_ACVR1_TGFBR1","Monocyte","Stromal Cells","0"
"363","TGFB1_ACVR1_TGFBR1","Eosinophil","T Cell","0.02"
"364","TGFB3_ACVR1_TGFBR1","gd T cells","ab T Cell","0.03"
"365","TGFB3_ACVR1_TGFBR1","Stromal Cells","ab T Cell","0"
"366","TGFB3_ACVR1_TGFBR1","Stromal Cells","B Cell","0"
"367","TGFB3_ACVR1_TGFBR1","gd T cells","Basophils","0.03"
"368","TGFB3_ACVR1_TGFBR1","Stromal Cells","Basophils","0"
"369","TGFB3_ACVR1_TGFBR1","gd T cells","Dendritic Cell","0"
"370","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Dendritic Cell","0.03"
"371","TGFB3_ACVR1_TGFBR1","NK Cell","Dendritic Cell","0"
"372","TGFB3_ACVR1_TGFBR1","Stromal Cells","Dendritic Cell","0"
"373","TGFB3_ACVR1_TGFBR1","Stromal Cells","Eosinophil","0"
"374","TGFB3_ACVR1_TGFBR1","gd T cells","gd T cells","0.01"
"375","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","gd T cells","0.02"
"376","TGFB3_ACVR1_TGFBR1","NK Cell","gd T cells","0.01"
"377","TGFB3_ACVR1_TGFBR1","Stromal Cells","gd T cells","0"
"378","TGFB3_ACVR1_TGFBR1","gd T cells","Granulocytes","0"
"379","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Granulocytes","0.01"
"380","TGFB3_ACVR1_TGFBR1","NK Cell","Granulocytes","0.02"
"381","TGFB3_ACVR1_TGFBR1","Stromal Cells","Granulocytes","0"
"382","TGFB3_ACVR1_TGFBR1","gd T cells","Innate Lymphocytes","0.03"
"383","TGFB3_ACVR1_TGFBR1","NK Cell","Innate Lymphocytes","0.03"
"384","TGFB3_ACVR1_TGFBR1","Stromal Cells","Innate Lymphocytes","0"
"385","TGFB3_ACVR1_TGFBR1","ab T Cell","Macrophage","0"
"386","TGFB3_ACVR1_TGFBR1","B Cell","Macrophage","0"
"387","TGFB3_ACVR1_TGFBR1","gd T cells","Macrophage","0"
"388","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Macrophage","0"
"389","TGFB3_ACVR1_TGFBR1","Macrophage","Macrophage","0"
"390","TGFB3_ACVR1_TGFBR1","NK Cell","Macrophage","0"
"391","TGFB3_ACVR1_TGFBR1","Stromal Cells","Macrophage","0"
"392","TGFB3_ACVR1_TGFBR1","ab T Cell","Mast Cells","0.03"
"393","TGFB3_ACVR1_TGFBR1","B Cell","Mast Cells","0.01"
"394","TGFB3_ACVR1_TGFBR1","gd T cells","Mast Cells","0"
"395","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Mast Cells","0"
"396","TGFB3_ACVR1_TGFBR1","Macrophage","Mast Cells","0"
"397","TGFB3_ACVR1_TGFBR1","NK Cell","Mast Cells","0"
"398","TGFB3_ACVR1_TGFBR1","Stromal Cells","Mast Cells","0"
"399","TGFB3_ACVR1_TGFBR1","ab T Cell","Microglia","0"
"400","TGFB3_ACVR1_TGFBR1","B Cell","Microglia","0"
"401","TGFB3_ACVR1_TGFBR1","Dendritic Cell","Microglia","0"
"402","TGFB3_ACVR1_TGFBR1","Eosinophil","Microglia","0"
"403","TGFB3_ACVR1_TGFBR1","gd T cells","Microglia","0"
"404","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Microglia","0"
"405","TGFB3_ACVR1_TGFBR1","Macrophage","Microglia","0"
"406","TGFB3_ACVR1_TGFBR1","Monocyte","Microglia","0"
"407","TGFB3_ACVR1_TGFBR1","NK Cell","Microglia","0"
"408","TGFB3_ACVR1_TGFBR1","Stem Cells","Microglia","0"
"409","TGFB3_ACVR1_TGFBR1","Stromal Cells","Microglia","0"
"410","TGFB3_ACVR1_TGFBR1","T Cell","Microglia","0"
"411","TGFB3_ACVR1_TGFBR1","B Cell","Monocyte","0.03"
"412","TGFB3_ACVR1_TGFBR1","gd T cells","Monocyte","0"
"413","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Monocyte","0"
"414","TGFB3_ACVR1_TGFBR1","Macrophage","Monocyte","0"
"415","TGFB3_ACVR1_TGFBR1","NK Cell","Monocyte","0"
"416","TGFB3_ACVR1_TGFBR1","Stromal Cells","Monocyte","0"
"417","TGFB3_ACVR1_TGFBR1","Stromal Cells","NK Cell","0"
"418","TGFB3_ACVR1_TGFBR1","gd T cells","Stem Cells","0.02"
"419","TGFB3_ACVR1_TGFBR1","Stromal Cells","Stem Cells","0"
"420","TGFB3_ACVR1_TGFBR1","ab T Cell","Stromal Cells","0"
"421","TGFB3_ACVR1_TGFBR1","B Cell","Stromal Cells","0.01"
"422","TGFB3_ACVR1_TGFBR1","gd T cells","Stromal Cells","0"
"423","TGFB3_ACVR1_TGFBR1","Innate Lymphocytes","Stromal Cells","0"
"424","TGFB3_ACVR1_TGFBR1","Macrophage","Stromal Cells","0"
"425","TGFB3_ACVR1_TGFBR1","NK Cell","Stromal Cells","0"
"426","TGFB3_ACVR1_TGFBR1","Stromal Cells","Stromal Cells","0"
"427","TGFB3_ACVR1_TGFBR1","Stromal Cells","T Cell","0"
"428","BMP4_BMPR1A_ACVR2A","Basophils","ab T Cell","0.04"
"429","BMP4_BMPR1A_ACVR2A","Stromal Cells","ab T Cell","0"
"430","BMP4_BMPR1A_ACVR2A","Stromal Cells","B Cell","0"
"431","BMP4_BMPR1A_ACVR2A","Stromal Cells","Basophils","0"
"432","BMP4_BMPR1A_ACVR2A","Basophils","Dendritic Cell","0.04"
"433","BMP4_BMPR1A_ACVR2A","Stromal Cells","Dendritic Cell","0"
"434","BMP4_BMPR1A_ACVR2A","Basophils","Eosinophil","0.04"
"435","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Eosinophil","0.02"
"436","BMP4_BMPR1A_ACVR2A","Stromal Cells","Eosinophil","0"
"437","BMP4_BMPR1A_ACVR2A","Basophils","gd T cells","0.04"
"438","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","gd T cells","0"
"439","BMP4_BMPR1A_ACVR2A","Stromal Cells","gd T cells","0"
"440","BMP4_BMPR1A_ACVR2A","ab T Cell","Granulocytes","0"
"441","BMP4_BMPR1A_ACVR2A","B Cell","Granulocytes","0"
"442","BMP4_BMPR1A_ACVR2A","Basophils","Granulocytes","0.02"
"443","BMP4_BMPR1A_ACVR2A","Dendritic Cell","Granulocytes","0"
"444","BMP4_BMPR1A_ACVR2A","Eosinophil","Granulocytes","0.02"
"445","BMP4_BMPR1A_ACVR2A","Granulocytes","Granulocytes","0.02"
"446","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Granulocytes","0"
"447","BMP4_BMPR1A_ACVR2A","Macrophage","Granulocytes","0"
"448","BMP4_BMPR1A_ACVR2A","Mast Cells","Granulocytes","0.02"
"449","BMP4_BMPR1A_ACVR2A","Microglia","Granulocytes","0.01"
"450","BMP4_BMPR1A_ACVR2A","Monocyte","Granulocytes","0"
"451","BMP4_BMPR1A_ACVR2A","NK Cell","Granulocytes","0.01"
"452","BMP4_BMPR1A_ACVR2A","Stem Cells","Granulocytes","0"
"453","BMP4_BMPR1A_ACVR2A","Stromal Cells","Granulocytes","0"
"454","BMP4_BMPR1A_ACVR2A","T Cell","Granulocytes","0"
"455","BMP4_BMPR1A_ACVR2A","Basophils","Innate Lymphocytes","0.04"
"456","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Innate Lymphocytes","0.01"
"457","BMP4_BMPR1A_ACVR2A","Stromal Cells","Innate Lymphocytes","0"
"458","BMP4_BMPR1A_ACVR2A","ab T Cell","Macrophage","0"
"459","BMP4_BMPR1A_ACVR2A","B Cell","Macrophage","0.01"
"460","BMP4_BMPR1A_ACVR2A","Basophils","Macrophage","0.03"
"461","BMP4_BMPR1A_ACVR2A","Dendritic Cell","Macrophage","0"
"462","BMP4_BMPR1A_ACVR2A","Eosinophil","Macrophage","0.03"
"463","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Macrophage","0"
"464","BMP4_BMPR1A_ACVR2A","Macrophage","Macrophage","0"
"465","BMP4_BMPR1A_ACVR2A","Microglia","Macrophage","0.02"
"466","BMP4_BMPR1A_ACVR2A","Monocyte","Macrophage","0"
"467","BMP4_BMPR1A_ACVR2A","Stem Cells","Macrophage","0.02"
"468","BMP4_BMPR1A_ACVR2A","Stromal Cells","Macrophage","0"
"469","BMP4_BMPR1A_ACVR2A","T Cell","Macrophage","0.02"
"470","BMP4_BMPR1A_ACVR2A","Basophils","Mast Cells","0.03"
"471","BMP4_BMPR1A_ACVR2A","Eosinophil","Mast Cells","0.02"
"472","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Mast Cells","0.01"
"473","BMP4_BMPR1A_ACVR2A","Stromal Cells","Mast Cells","0"
"474","BMP4_BMPR1A_ACVR2A","ab T Cell","Microglia","0"
"475","BMP4_BMPR1A_ACVR2A","B Cell","Microglia","0"
"476","BMP4_BMPR1A_ACVR2A","Basophils","Microglia","0"
"477","BMP4_BMPR1A_ACVR2A","Dendritic Cell","Microglia","0"
"478","BMP4_BMPR1A_ACVR2A","Eosinophil","Microglia","0.01"
"479","BMP4_BMPR1A_ACVR2A","gd T cells","Microglia","0.02"
"480","BMP4_BMPR1A_ACVR2A","Granulocytes","Microglia","0.01"
"481","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Microglia","0"
"482","BMP4_BMPR1A_ACVR2A","Macrophage","Microglia","0"
"483","BMP4_BMPR1A_ACVR2A","Mast Cells","Microglia","0"
"484","BMP4_BMPR1A_ACVR2A","Microglia","Microglia","0"
"485","BMP4_BMPR1A_ACVR2A","Monocyte","Microglia","0"
"486","BMP4_BMPR1A_ACVR2A","NK Cell","Microglia","0"
"487","BMP4_BMPR1A_ACVR2A","Stem Cells","Microglia","0"
"488","BMP4_BMPR1A_ACVR2A","Stromal Cells","Microglia","0"
"489","BMP4_BMPR1A_ACVR2A","T Cell","Microglia","0"
"490","BMP4_BMPR1A_ACVR2A","Basophils","Monocyte","0.04"
"491","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Monocyte","0.04"
"492","BMP4_BMPR1A_ACVR2A","Stromal Cells","Monocyte","0"
"493","BMP4_BMPR1A_ACVR2A","Stromal Cells","NK Cell","0"
"494","BMP4_BMPR1A_ACVR2A","Basophils","Stem Cells","0.04"
"495","BMP4_BMPR1A_ACVR2A","Stromal Cells","Stem Cells","0"
"496","BMP4_BMPR1A_ACVR2A","ab T Cell","Stromal Cells","0"
"497","BMP4_BMPR1A_ACVR2A","B Cell","Stromal Cells","0"
"498","BMP4_BMPR1A_ACVR2A","Basophils","Stromal Cells","0"
"499","BMP4_BMPR1A_ACVR2A","Dendritic Cell","Stromal Cells","0"
"500","BMP4_BMPR1A_ACVR2A","Eosinophil","Stromal Cells","0.02"
"501","BMP4_BMPR1A_ACVR2A","gd T cells","Stromal Cells","0.01"
"502","BMP4_BMPR1A_ACVR2A","Granulocytes","Stromal Cells","0.01"
"503","BMP4_BMPR1A_ACVR2A","Innate Lymphocytes","Stromal Cells","0"
"504","BMP4_BMPR1A_ACVR2A","Macrophage","Stromal Cells","0"
"505","BMP4_BMPR1A_ACVR2A","Mast Cells","Stromal Cells","0"
"506","BMP4_BMPR1A_ACVR2A","Microglia","Stromal Cells","0"
"507","BMP4_BMPR1A_ACVR2A","Monocyte","Stromal Cells","0"
"508","BMP4_BMPR1A_ACVR2A","NK Cell","Stromal Cells","0"
"509","BMP4_BMPR1A_ACVR2A","Stem Cells","Stromal Cells","0"
"510","BMP4_BMPR1A_ACVR2A","Stromal Cells","Stromal Cells","0"
"511","BMP4_BMPR1A_ACVR2A","T Cell","Stromal Cells","0"
"512","BMP4_BMPR1A_ACVR2A","Basophils","T Cell","0.04"
"513","BMP4_BMPR1A_ACVR2A","Stromal Cells","T Cell","0"
"514","BMP4_BMPR1A_ACVR2B","Stromal Cells","ab T Cell","0"
"515","BMP4_BMPR1A_ACVR2B","Stromal Cells","B Cell","0"
"516","BMP4_BMPR1A_ACVR2B","Stromal Cells","Basophils","0"
"517","BMP4_BMPR1A_ACVR2B","Basophils","Dendritic Cell","0.04"
"518","BMP4_BMPR1A_ACVR2B","Stromal Cells","Dendritic Cell","0"
"519","BMP4_BMPR1A_ACVR2B","Basophils","Eosinophil","0.04"
"520","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Eosinophil","0"
"521","BMP4_BMPR1A_ACVR2B","Stromal Cells","Eosinophil","0"
"522","BMP4_BMPR1A_ACVR2B","Basophils","gd T cells","0.04"
"523","BMP4_BMPR1A_ACVR2B","Stromal Cells","gd T cells","0"
"524","BMP4_BMPR1A_ACVR2B","Basophils","Granulocytes","0.03"
"525","BMP4_BMPR1A_ACVR2B","Eosinophil","Granulocytes","0.03"
"526","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Granulocytes","0"
"527","BMP4_BMPR1A_ACVR2B","Stromal Cells","Granulocytes","0"
"528","BMP4_BMPR1A_ACVR2B","Stromal Cells","Innate Lymphocytes","0"
"529","BMP4_BMPR1A_ACVR2B","ab T Cell","Macrophage","0"
"530","BMP4_BMPR1A_ACVR2B","B Cell","Macrophage","0"
"531","BMP4_BMPR1A_ACVR2B","Basophils","Macrophage","0.03"
"532","BMP4_BMPR1A_ACVR2B","Dendritic Cell","Macrophage","0"
"533","BMP4_BMPR1A_ACVR2B","Eosinophil","Macrophage","0.02"
"534","BMP4_BMPR1A_ACVR2B","Granulocytes","Macrophage","0.04"
"535","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Macrophage","0"
"536","BMP4_BMPR1A_ACVR2B","Macrophage","Macrophage","0"
"537","BMP4_BMPR1A_ACVR2B","Mast Cells","Macrophage","0.03"
"538","BMP4_BMPR1A_ACVR2B","Microglia","Macrophage","0.01"
"539","BMP4_BMPR1A_ACVR2B","Monocyte","Macrophage","0"
"540","BMP4_BMPR1A_ACVR2B","NK Cell","Macrophage","0.02"
"541","BMP4_BMPR1A_ACVR2B","Stem Cells","Macrophage","0.01"
"542","BMP4_BMPR1A_ACVR2B","Stromal Cells","Macrophage","0"
"543","BMP4_BMPR1A_ACVR2B","T Cell","Macrophage","0"
"544","BMP4_BMPR1A_ACVR2B","Basophils","Mast Cells","0.03"
"545","BMP4_BMPR1A_ACVR2B","Eosinophil","Mast Cells","0.04"
"546","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Mast Cells","0.01"
"547","BMP4_BMPR1A_ACVR2B","Stromal Cells","Mast Cells","0"
"548","BMP4_BMPR1A_ACVR2B","ab T Cell","Microglia","0"
"549","BMP4_BMPR1A_ACVR2B","B Cell","Microglia","0"
"550","BMP4_BMPR1A_ACVR2B","Basophils","Microglia","0"
"551","BMP4_BMPR1A_ACVR2B","Dendritic Cell","Microglia","0"
"552","BMP4_BMPR1A_ACVR2B","Eosinophil","Microglia","0"
"553","BMP4_BMPR1A_ACVR2B","gd T cells","Microglia","0"
"554","BMP4_BMPR1A_ACVR2B","Granulocytes","Microglia","0.01"
"555","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Microglia","0"
"556","BMP4_BMPR1A_ACVR2B","Macrophage","Microglia","0"
"557","BMP4_BMPR1A_ACVR2B","Mast Cells","Microglia","0"
"558","BMP4_BMPR1A_ACVR2B","Microglia","Microglia","0"
"559","BMP4_BMPR1A_ACVR2B","Monocyte","Microglia","0"
"560","BMP4_BMPR1A_ACVR2B","NK Cell","Microglia","0"
"561","BMP4_BMPR1A_ACVR2B","Stem Cells","Microglia","0"
"562","BMP4_BMPR1A_ACVR2B","Stromal Cells","Microglia","0"
"563","BMP4_BMPR1A_ACVR2B","T Cell","Microglia","0"
"564","BMP4_BMPR1A_ACVR2B","Basophils","Monocyte","0.04"
"565","BMP4_BMPR1A_ACVR2B","Stromal Cells","Monocyte","0"
"566","BMP4_BMPR1A_ACVR2B","Stromal Cells","NK Cell","0"
"567","BMP4_BMPR1A_ACVR2B","Basophils","Stem Cells","0.04"
"568","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Stem Cells","0.03"
"569","BMP4_BMPR1A_ACVR2B","Stromal Cells","Stem Cells","0"
"570","BMP4_BMPR1A_ACVR2B","ab T Cell","Stromal Cells","0"
"571","BMP4_BMPR1A_ACVR2B","B Cell","Stromal Cells","0"
"572","BMP4_BMPR1A_ACVR2B","Basophils","Stromal Cells","0.02"
"573","BMP4_BMPR1A_ACVR2B","Dendritic Cell","Stromal Cells","0"
"574","BMP4_BMPR1A_ACVR2B","Eosinophil","Stromal Cells","0.02"
"575","BMP4_BMPR1A_ACVR2B","gd T cells","Stromal Cells","0.01"
"576","BMP4_BMPR1A_ACVR2B","Granulocytes","Stromal Cells","0.01"
"577","BMP4_BMPR1A_ACVR2B","Innate Lymphocytes","Stromal Cells","0"
"578","BMP4_BMPR1A_ACVR2B","Macrophage","Stromal Cells","0"
"579","BMP4_BMPR1A_ACVR2B","Mast Cells","Stromal Cells","0"
"580","BMP4_BMPR1A_ACVR2B","Microglia","Stromal Cells","0"
"581","BMP4_BMPR1A_ACVR2B","Monocyte","Stromal Cells","0"
"582","BMP4_BMPR1A_ACVR2B","NK Cell","Stromal Cells","0"
"583","BMP4_BMPR1A_ACVR2B","Stem Cells","Stromal Cells","0"
"584","BMP4_BMPR1A_ACVR2B","Stromal Cells","Stromal Cells","0"
"585","BMP4_BMPR1A_ACVR2B","T Cell","Stromal Cells","0"
"586","BMP4_BMPR1A_ACVR2B","Stromal Cells","T Cell","0"
"587","BMP4_BMPR1A_BMPR2","Stromal Cells","ab T Cell","0"
"588","BMP4_BMPR1A_BMPR2","Stromal Cells","B Cell","0"
"589","BMP4_BMPR1A_BMPR2","Stromal Cells","Basophils","0"
"590","BMP4_BMPR1A_BMPR2","Basophils","Dendritic Cell","0.04"
"591","BMP4_BMPR1A_BMPR2","Stromal Cells","Dendritic Cell","0"
"592","BMP4_BMPR1A_BMPR2","Basophils","Eosinophil","0.04"
"593","BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Eosinophil","0.03"
"594","BMP4_BMPR1A_BMPR2","Stromal Cells","Eosinophil","0"
"595","BMP4_BMPR1A_BMPR2","Stromal Cells","gd T cells","0"
"596","BMP4_BMPR1A_BMPR2","ab T Cell","Granulocytes","0"
"597","BMP4_BMPR1A_BMPR2","B Cell","Granulocytes","0"
"598","BMP4_BMPR1A_BMPR2","Basophils","Granulocytes","0.01"
"599","BMP4_BMPR1A_BMPR2","Dendritic Cell","Granulocytes","0"
"600","BMP4_BMPR1A_BMPR2","Eosinophil","Granulocytes","0.02"
"601","BMP4_BMPR1A_BMPR2","gd T cells","Granulocytes","0.02"
"602","BMP4_BMPR1A_BMPR2","Granulocytes","Granulocytes","0.01"
"603","BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Granulocytes","0"
"604","BMP4_BMPR1A_BMPR2","Macrophage","Granulocytes","0"
"605","BMP4_BMPR1A_BMPR2","Mast Cells","Granulocytes","0.01"
"606","BMP4_BMPR1A_BMPR2","Microglia","Granulocytes","0.01"
"607","BMP4_BMPR1A_BMPR2","Monocyte","Granulocytes","0"
"608","BMP4_BMPR1A_BMPR2","NK Cell","Granulocytes","0.01"
"609","BMP4_BMPR1A_BMPR2","Stem Cells","Granulocytes","0"
"610","BMP4_BMPR1A_BMPR2","Stromal Cells","Granulocytes","0"
"611","BMP4_BMPR1A_BMPR2","T Cell","Granulocytes","0"
"612","BMP4_BMPR1A_BMPR2","Basophils","Innate Lymphocytes","0.04"
"613","BMP4_BMPR1A_BMPR2","Stromal Cells","Innate Lymphocytes","0"
"614","BMP4_BMPR1A_BMPR2","ab T Cell","Macrophage","0"
"615","BMP4_BMPR1A_BMPR2","B Cell","Macrophage","0"
"616","BMP4_BMPR1A_BMPR2","Basophils","Macrophage","0.03"
"617","BMP4_BMPR1A_BMPR2","Dendritic Cell","Macrophage","0"
"618","BMP4_BMPR1A_BMPR2","Eosinophil","Macrophage","0.02"
"619","BMP4_BMPR1A_BMPR2","Granulocytes","Macrophage","0.04"
"620","BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Macrophage","0"
"621","BMP4_BMPR1A_BMPR2","Macrophage","Macrophage","0"
"622","BMP4_BMPR1A_BMPR2","Microglia","Macrophage","0.01"
"623","BMP4_BMPR1A_BMPR2","Monocyte","Macrophage","0"
"624","BMP4_BMPR1A_BMPR2","NK Cell","Macrophage","0.03"
"625","BMP4_BMPR1A_BMPR2","Stem Cells","Macrophage","0.01"
"626","BMP4_BMPR1A_BMPR2","Stromal Cells","Macrophage","0"
"627","BMP4_BMPR1A_BMPR2","T Cell","Macrophage","0"
"628","BMP4_BMPR1A_BMPR2","ab T Cell","Mast Cells","0"
"629","BMP4_BMPR1A_BMPR2","B Cell","Mast Cells","0"
"630","BMP4_BMPR1A_BMPR2","Basophils","Mast Cells","0.02"
"631","BMP4_BMPR1A_BMPR2","Dendritic Cell","Mast Cells","0"
"632","BMP4_BMPR1A_BMPR2","Eosinophil","Mast Cells","0.02"
"633","BMP4_BMPR1A_BMPR2","gd T cells","Mast Cells","0.02"
"634","BMP4_BMPR1A_BMPR2","Granulocytes","Mast Cells","0.02"
"635","BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Mast Cells","0"
"636","BMP4_BMPR1A_BMPR2","Macrophage","Mast Cells","0"
"637","BMP4_BMPR1A_BMPR2","Mast Cells","Mast Cells","0.01"
"638","BMP4_BMPR1A_BMPR2","Microglia","Mast Cells","0"
"639","BMP4_BMPR1A_BMPR2","Monocyte","Mast Cells","0"
"640","BMP4_BMPR1A_BMPR2","NK Cell","Mast Cells","0"
"641","BMP4_BMPR1A_BMPR2","Stem Cells","Mast Cells","0"
"642","BMP4_BMPR1A_BMPR2","Stromal Cells","Mast Cells","0"
"643","BMP4_BMPR1A_BMPR2","T Cell","Mast Cells","0.01"
"644","BMP4_BMPR1A_BMPR2","ab T Cell","Microglia","0"
"645","BMP4_BMPR1A_BMPR2","B Cell","Microglia","0"
"646","BMP4_BMPR1A_BMPR2","Basophils","Microglia","0"
"647","BMP4_BMPR1A_BMPR2","Dendritic Cell","Microglia","0"
"648","BMP4_BMPR1A_BMPR2","Eosinophil","Microglia","0.01"
"649","BMP4_BMPR1A_BMPR2","gd T cells","Microglia","0.02"
"650","BMP4_BMPR1A_BMPR2","Granulocytes","Microglia","0.01"
"651","BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Microglia","0"
"652","BMP4_BMPR1A_BMPR2","Macrophage","Microglia","0"
"653","BMP4_BMPR1A_BMPR2","Mast Cells","Microglia","0"
"654","BMP4_BMPR1A_BMPR2","Microglia","Microglia","0"
"655","BMP4_BMPR1A_BMPR2","Monocyte","Microglia","0"
"656","BMP4_BMPR1A_BMPR2","NK Cell","Microglia","0"
"657","BMP4_BMPR1A_BMPR2","Stem Cells","Microglia","0"
"658","BMP4_BMPR1A_BMPR2","Stromal Cells","Microglia","0"
"659","BMP4_BMPR1A_BMPR2","T Cell","Microglia","0"
"660","BMP4_BMPR1A_BMPR2","Basophils","Monocyte","0.04"
"661","BMP4_BMPR1A_BMPR2","Stromal Cells","Monocyte","0"
"662","BMP4_BMPR1A_BMPR2","Stromal Cells","NK Cell","0"
"663","BMP4_BMPR1A_BMPR2","Basophils","Stem Cells","0.04"
"664","BMP4_BMPR1A_BMPR2","Stromal Cells","Stem Cells","0"
"665","BMP4_BMPR1A_BMPR2","ab T Cell","Stromal Cells","0"
"666","BMP4_BMPR1A_BMPR2","B Cell","Stromal Cells","0"
"667","BMP4_BMPR1A_BMPR2","Basophils","Stromal Cells","0"
"668","BMP4_BMPR1A_BMPR2","Dendritic Cell","Stromal Cells","0"
"669","BMP4_BMPR1A_BMPR2","Eosinophil","Stromal Cells","0.01"
"670","BMP4_BMPR1A_BMPR2","gd T cells","Stromal Cells","0"
"671","BMP4_BMPR1A_BMPR2","Granulocytes","Stromal Cells","0.01"
"672","BMP4_BMPR1A_BMPR2","Innate Lymphocytes","Stromal Cells","0"
"673","BMP4_BMPR1A_BMPR2","Macrophage","Stromal Cells","0"
"674","BMP4_BMPR1A_BMPR2","Mast Cells","Stromal Cells","0"
"675","BMP4_BMPR1A_BMPR2","Microglia","Stromal Cells","0"
"676","BMP4_BMPR1A_BMPR2","Monocyte","Stromal Cells","0"
"677","BMP4_BMPR1A_BMPR2","NK Cell","Stromal Cells","0"
"678","BMP4_BMPR1A_BMPR2","Stem Cells","Stromal Cells","0"
"679","BMP4_BMPR1A_BMPR2","Stromal Cells","Stromal Cells","0"
"680","BMP4_BMPR1A_BMPR2","T Cell","Stromal Cells","0"
"681","BMP4_BMPR1A_BMPR2","Stromal Cells","T Cell","0"
"682","BMP4_BMPR1B_ACVR2A","Basophils","ab T Cell","0.04"
"683","BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","ab T Cell","0.01"
"684","BMP4_BMPR1B_ACVR2A","Stromal Cells","ab T Cell","0"
"685","BMP4_BMPR1B_ACVR2A","Basophils","B Cell","0.04"
"686","BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","B Cell","0.01"
"687","BMP4_BMPR1B_ACVR2A","Stromal Cells","B Cell","0"
"688","BMP4_BMPR1B_ACVR2A","Basophils","Basophils","0.04"
"689","BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Basophils","0.04"
"690","BMP4_BMPR1B_ACVR2A","Stromal Cells","Basophils","0"
"691","BMP4_BMPR1B_ACVR2A","Basophils","Dendritic Cell","0.04"
"692","BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Dendritic Cell","0"
"693","BMP4_BMPR1B_ACVR2A","Monocyte","Dendritic Cell","0"
"694","BMP4_BMPR1B_ACVR2A","Stromal Cells","Dendritic Cell","0"
"695","BMP4_BMPR1B_ACVR2A","ab T Cell","Eosinophil","0.04"
"696","BMP4_BMPR1B_ACVR2A","B Cell","Eosinophil","0.03"
"697","BMP4_BMPR1B_ACVR2A","Basophils","Eosinophil","0.03"
"698","BMP4_BMPR1B_ACVR2A","Dendritic Cell","Eosinophil","0.03"
"699","BMP4_BMPR1B_ACVR2A","Eosinophil","Eosinophil","0.03"
"700","BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","Eosinophil","0"
"701","BMP4_BMPR1B_ACVR2A","Macrophage","Eosinophil","0.04"
"702","BMP4_BMPR1B_ACVR2A","Monocyte","Eosinophil","0.02"
"703","BMP4_BMPR1B_ACVR2A","Stem Cells","Eosinophil","0.02"
"704","BMP4_BMPR1B_ACVR2A","Stromal Cells","Eosinophil","0"
"705","BMP4_BMPR1B_ACVR2A","ab T Cell","gd T cells","0.04"
"706","BMP4_BMPR1B_ACVR2A","Basophils","gd T cells","0.04"
"707","BMP4_BMPR1B_ACVR2A","Dendritic Cell","gd T cells","0.01"
"708","BMP4_BMPR1B_ACVR2A","Eosinophil","gd T cells","0.02"
"709","BMP4_BMPR1B_ACVR2A","Innate Lymphocytes","gd T cells","0"
